/* CDIF : AUXERRE - Commune : CHABLIS (89) - Coordonnées en projection : RGF93CC48 */
1	1759903,18	7180730,83
2	1760039,82	7180699,47
3	1760247,02	7180724,11
4	1760273,90	7180488,91
5	1760198,86	7180427,31
6	1760189,90	7180352,27
7	1760195,50	7180319,79
8	1760062,22	7180420,59
9	1760010,70	7180406,03
10	1759904,30	7180479,95
11	1759839,34	7180546,03
12	1759812,46	7180540,43
13	1759778,86	7180557,23
14	1759782,22	7180607,63
15	1759905,42	7180730,83
